3000,4
3311,4
18,11
2288,4
378,4
960,4
816,8
1409,7
1097,3
1053,4
2434,4
1392,4
1008,4
217,3
1578,5
36,9
1394,1
414,5
1822,7
929,9
1852,5
1770,7
1654,10
1535,3
210,14
582,1
557,16
2913,5
440,3
1801,10
1787,2
3401,1
3318,4
3159,5
649,4
3098,4
2582,1
2371,8
3158,3
3154,4
2735,4
2008,1
2967,4
2753,4
2998,4
1552,4
1953,1
2433,6
2359,4
1738,10
2860,4
763,1
422,1
155,5
97,14
7,5
73,16
78,4
10,5
345,14
183,14
621,6
189,3
3308,1
1178,16
2833,5
2645,10
2408,1
1302,3
2076,8
13,5
2296,6
483,9
1351,9
2188,1
2170,3
3277,5
2299,4
1117,6
3079,4
3282,3
2798,1
2629,4
3052,1
1875,5
638,5
3323,3
2222,14
3169,11
3016,1
2211,4
1755,1
3048,3
2198,1
2254,5
3022,4
725,11
64,13
3105,4
2105,4
3266,13
492,2
2680,1
2916,5
585,14
1833,5
1174,1
3288,1
2738,11
2552,7
2554,4
2964,4
2424,4
693,9
541,2
826,9
1024,5
2339,9
3123,15
2830,4
1367,11
1869,3
1960,5
1740,7
1786,5
2140,3
3408,4
1716,1
2898,4
3257,4
2625,12
2730,1
1127,5
418,3
1727,6
2496,1
2361,6
1671,16
2477,4
2875,15
2768,9
1251,1
727,17
2896,10
768,8
2096,1
3268,4
1344,1
2563,5
3376,15
100,5
2002,8
164,5
1056,9
1010,9
1555,5
1950,1
443,5
2814,18
2437,1
765,5
92,11
3118,1
2785,4
3160,6
3267,4
2394,10
2772,11
1858,12
1062,15
2224,3
1565,4
2012,4
2942,4
3206,10
3060,4
3286,8
351,4
2472,3
42,11
1988,4
1715,5
814,14
829,1
342,1
685,5
228,9
3238,4
1404,5
962,8
465,13
1874,1
746,3
2413,3
1275,3
948,4
2384,4
3144,3
2609,6
1971,12
1879,2
3265,1
2548,1
3371,5
1477,1
2858,4
2457,6
1807,14
1069,1
3023,4
538,5
2196,1
1985,4
1262,5
1343,1
616,3
1781,5
2510,1
2926,8
1679,8
3326,4
2685,4
3320,4
1660,4
604,5
2836,4
1839,4
487,3
3293,4
25,4
3234,1
1134,5
2818,4
3236,1
3207,4
524,5
2948,15
2626,15
2523,1
3319,4
2591,4
2996,7
2947,4
1260,8
988,5
2214,1
2397,5
2604,2
1976,7
2545,6
1505,5
1677,3
2275,4
2486,4
2028,11
516,3
352,3
951,3
1554,14
420,3
255,5
187,5
856,1
1491,5
1967,3
107,5
766,4
294,15
1025,5
51,11
192,13
460,3
879,3
749,3
2212,4
1474,14
45,14
143,11
1047,1
673,18
161,4
46,5
3204,3
792,4
2146,1
827,5
2069,5
718,5
1398,5
1475,3
721,5
1036,1
2256,14
1803,3
2586,3
1486,14
3218,4
850,12
1970,12
1081,13
1566,3
2037,4
1213,3
1629,11
1484,1
1812,4
1358,4
1082,13
801,1
1149,1
373,4
834,4
776,1
2656,3
2703,4
3172,13
2404,4
3019,4
2958,4
3229,4
2441,14
2498,16
1205,5
3375,4
2976,16
384,9
185,11
2710,4
1142,4
3365,4
2163,4
3103,3
2421,11
2014,4
3399,7
2172,4
2775,4
1282,6
2661,3
2282,4
2450,5
1575,11
3034,5
3261,4
709,4
1199,16
2871,5
2074,15
1095,15
3031,15
3295,1
1867,5
2004,5
1736,1
2199,4
1280,16
2040,16
1083,2
1239,1
1785,1
1049,4
1193,4
1775,4
1271,6
1655,1
1123,6
1855,13
521,9
809,1
1222,1
519,14
1322,6
1846,14
1079,6
3299,4
947,4
199,14
530,14
989,14
997,14
586,14
1093,6
1577,15
268,14
52,5
486,5
3226,4
3392,4
666,4
583,1
1945,3
2743,4
2098,3
734,5
703,12
1709,4
2029,4
2737,4
2175,4
3047,5
2513,4
1129,3
3210,4
647,3
327,4
857,4
2903,4
1386,1
1551,3
2970,3
2742,18
1936,5
3400,11
109,2
2966,5
359,9
864,11
105,1
244,1
735,14
1669,4
1612,14
411,4
1806,4
849,5
3073,14
408,3
115,5
146,11
859,1
353,5
417,14
126,11
526,4
946,4
21,9
3403,1
1458,4
759,3
201,3
793,4
641,4
2630,8
2065,10
2736,4
2512,1
2812,4
3099,4
3201,4
2758,4
692,4
3183,4
2773,10
785,4
830,1
1003,2
47,5
1576,8
267,5
1287,8
1353,4
1332,4
783,1
58,1
3345,10
3114,10
1120,10
269,1
1649,4
2816,5
2837,5
3142,18
3129,18
3362,1
2061,4
2044,1
3051,4
3386,4
2064,1
3074,8
2725,10
3091,7
771,1
488,3
1441,4
3402,1
872,9
1819,4
1698,4
1292,11
264,18
2503,1
3259,7
215,11
2089,11
698,4
543,4
1702,4
421,3
1150,10
1802,4
1385,10
1962,10
44,4
1375,1
3,11
17,3
12,12
249,9
35,11
300,16
2247,1
484,4
295,11
1285,11
124,9
240,4
137,11
1560,16
4,11
1241,3
646,5
53,4
31,5
232,9
2123,3
903,11
1233,5
113,5
99,14
50,4
117,11
667,1
748,11
86,4
1303,3
1243,5
419,4
101,3
356,4
2481,9
207,11
188,15
400,1
2102,4
1059,4
926,1
29,5
2264,8
163,11
982,4
381,3
898,4
282,4
114,3
599,5
368,5
235,11
1297,4
134,5
547,9
697,12
2454,8
503,11
668,1
172,8
38,4
1021,5
563,8
401,11
397,11
1197,5
20,3
208,16
343,5
1002,4
427,5
9,9
505,4
452,11
1710,4
702,5
362,12
239,4
886,3
133,8
1453,4
1121,4
1350,1
233,14
791,16
573,13
312,1
1098,3
392,4
159,14
1513,11
1291,3
56,12
507,1
428,4
167,11
1166,4
545,3
724,1
823,11
370,11
973,4
861,9
339,4
1017,12
81,16
1870,4
1772,9
60,3
2600,10
3322,1
2853,4
3157,15
2665,1
245,5
561,8
2790,8
2611,8
2989,8
2962,8
2422,8
911,8
2920,8
2721,8
1905,8
2501,8
1999,5
369,8
961,9
3002,8
2440,8
2333,8
426,3
1349,8
2468,8
1183,8
409,5
893,5
531,8
1557,8
705,8
1256,8
3137,8
781,8
2745,4
2059,5
1485,3
1161,4
2206,5
110,9
562,3
136,5
1318,1
1645,10
2018,4
1926,4
2402,4
1946,4
883,1
3404,5
149,5
321,9
206,9
491,9
75,9
243,9
154,9
196,15
542,16
868,16
304,3
1043,3
1842,4
3217,9
3357,4
683,7
49,8
867,8
1383,8
1868,1
177,11
1333,4
95,3
76,1
1073,4
170,9
2348,4
2344,11
1981,4
1626,4
2218,4
660,1
2953,4
261,5
222,11
808,3
2104,4
838,4
3032,4
2508,4
1586,1
2722,3
1106,14
2603,4
1774,4
3348,10
2979,10
1107,5
3140,4
1584,1
2975,6
2497,5
2469,4
1065,7
1279,1
2015,7
3405,8
3283,1
2995,4
993,5
2565,1
2183,1
643,3
2250,4
3314,1
1661,11
1473,1
2530,15
681,1
3136,11
1693,3
2167,1
2986,3
2337,1
1164,3
2956,3
845,5
2062,13
1348,1
2751,3
1714,13
1847,4
379,4
1722,3
3383,4
2534,5
2662,4
1707,1
2178,3
619,4
2887,3
540,5
1171,5
2349,4
1744,5
1853,13
434,1
3339,4
1622,14
1090,11
2709,14
2912,1
3093,3
3056,1
2589,6
2927,3
2539,7
1804,3
798,5
148,15
3071,15
3164,3
1717,1
3115,4
2628,11
2726,4
2991,4
2951,1
350,1
3337,3
1514,5
2478,1
131,1
916,5
3363,4
3134,3
3321,4
2417,3
2599,2
2116,1
88,9
2805,4
3212,4
3374,1
2946,4
3372,4
1982,3
927,1
3358,6
3208,15
1246,3
1257,3
3325,4
116,5
2235,4
2515,1
2712,4
3054,3
2258,3
2720,4
227,5
1764,3
874,5
497,15
2654,4
2724,3
3090,5
674,14
3276,4
302,3
2972,9
2574,3
2907,4
80,5
3130,3
3149,4
11,9
2395,1
2386,6
2883,2
87,9
2868,1
552,11
525,12
1087,1
631,13
622,5
659,5
1927,1
1624,3
1022,4
2325,4
2788,4
305,5
1934,5
2300,7
2147,3
2220,18
2602,1
934,5
2327,1
2117,3
1939,12
176,5
2431,4
54,5
1265,4
2436,1
2828,4
744,1
1299,5
804,11
19,5
888,11
805,5
2137,4
3397,4
1827,8
2502,4
270,5
2179,5
1216,13
1943,3
2525,5
3013,3
1162,4
608,4
3398,5
226,3
2145,1
132,1
2233,4
1169,3
658,5
296,5
2121,1
2101,5
1457,5
1472,10
2500,4
3088,4
175,5
2122,2
2200,8
3145,3
3012,10
1899,5
3328,4
1523,4
2118,5
3021,15
363,1
3384,4
1423,1
3015,3
1917,4
2684,4
2699,3
2166,11
2988,15
992,4
151,4
190,5
3230,5
139,11
2705,1
663,4
2949,1
677,3
1789,12
205,4
1341,5
2400,3
3370,3
1942,5
964,5
1035,14
1208,13
330,9
3039,9
925,4
669,4
2799,4
2878,11
1662,4
1103,4
1046,2
2355,1
61,4
1670,1
467,13
1286,1
3155,5
695,5
3347,5
840,4
3329,9
62,3
277,5
2965,4
1769,4
1382,4
2984,4
374,4
1542,4
2334,1
168,5
2158,3
1415,4
1179,3
2549,6
3381,4
3215,10
2209,5
2438,1
254,4
272,5
3245,3
2346,9
1399,5
1439,1
820,5
2824,3
2487,8
2019,4
2485,4
1468,14
1301,9
2904,3
998,5
3059,5
2556,8
1289,14
251,3
572,5
3291,10
3287,3
1328,5
79,4
1520,15
2085,4
2467,4
711,5
3178,1
1678,4
3382,4
1593,10
2636,5
1365,4
811,3
1881,4
476,5
1583,1
3082,4
2729,4
918,4
3165,4
2593,4
2933,4
2003,4
3194,3
1378,3
3003,1
1980,5
2777,4
2670,6
1989,10
2718,3
432,5
1177,5
628,5
877,3
1778,4
2341,1
2284,1
1638,4
2054,5
2847,4
1051,5
3041,4
1540,2
3346,12
3181,3
3089,1
2542,3
1948,1
2244,14
2945,1
1563,1
2792,4
2590,4
1442,9
1737,1
3224,1
2458,10
1481,1
2694,12
2493,5
2249,4
3255,4
1186,4
2893,3
1611,1
259,5
3233,3
2982,4
2899,4
2292,2
620,9
437,1
1060,4
496,4
2382,1
824,3
2522,5
3324,4
3262,5
794,5
3010,4
671,3
1027,3
2555,1
1793,3
3152,11
3248,4
2375,4
3394,10
2827,3
3359,1
1913,4
2800,3
633,6
209,5
2644,15
584,1
252,3
1595,13
865,4
913,4
165,5
429,4
1903,1
884,11
489,5
2471,4
90,1
1218,9
2579,11
2786,14
1152,11
2844,16
2148,4
3378,4
1306,12
2723,14
2997,4
2204,1
1954,4
2165,11
2342,1
1863,4
1266,11
2093,4
1916,4
1886,4
2377,4
885,11
593,4
1403,3
346,3
1438,1
1338,4
935,13
1370,14
438,4
280,5
150,4
701,4
609,4
463,4
581,4
474,3
462,11
103,4
446,4
1209,1
1048,13
354,9
1437,1
556,2
63,4
1133,8
1156,8
1238,8
1424,8
1359,8
1004,8
1569,8
1432,8
1579,8
1911,8
1925,8
2088,8
2021,8
611,8
1448,8
1969,8
1821,8
1835,8
2094,8
2491,8
3122,8
3110,8
1250,8
1798,8
2038,8
319,5
1512,5
1929,5
263,8
1918,8
1841,8
57,4
200,4
314,4
333,8
862,8
382,2
218,3
2324,1
3119,18
752,5
819,9
142,9
145,16
482,12
1519,1
843,2
1940,16
1621,14
510,6
470,4
336,3
324,9
1203,4
334,4
1695,13
1323,3
1634,5
1820,15
6,11
2215,3
2713,1
2667,1
1422,6
1074,9
2415,1
2046,1
2446,1
1440,9
1824,1
1712,1
1459,1
1646,2
2484,1
2430,3
575,9
2977,6
1808,6
2700,14
1975,1
2006,1
1503,1
841,9
191,9
2637,16
3070,6
2091,6
317,5
1153,4
1507,1
3336,10
2270,3
3297,3
318,10
648,3
1957,18
536,11
1831,4
1754,4
1173,4
1568,4
1042,1
2312,1
3008,4
2182,11
445,13
1668,6
436,14
3135,4
276,3
193,3
892,1
1182,14
2073,14
535,6
2843,2
504,14
670,14
1248,6
1217,6
1493,9
1618,14
1122,9
365,9
1921,1
603,14
1369,8
2217,1
1325,14
138,3
3132,4
1444,14
2702,6
2462,4
224,9
1496,11
1434,5
298,3
522,1
875,5
1012,1
939,4
2191,5
1200,4
153,12
728,9
1116,9
887,5
1696,8
1240,8
1230,5
1274,5
1356,6
385,1
767,3
626,5
2931,1
3294,10
1041,3
2834,4
1066,4
570,1
606,1
1254,14
1317,1
623,6
1029,2
869,6
388,9
788,1
1416,1
910,3
380,1
404,3
923,3
1288,4
1598,8
1983,8
402,1
1832,1
2274,1
1092,12
1751,3
1158,1
3279,4
3020,3
3033,8
1334,8
386,5
399,2
1539,2
1396,8
3035,4
1941,4
1718,3
307,8
2190,3
1814,1
1856,1
1446,3
1935,9
68,2
3068,3
1465,5
2154,5
2052,5
2682,5
2409,5
1892,5
2030,5
1527,5
1700,5
3092,5
642,5
2914,5
1187,4
2992,17
2475,4
3254,1
3341,4
315,2
152,4
1782,1
2888,7
3225,4
3301,4
3030,4
1366,11
1278,5
2111,5
2766,1
1592,5
3302,4
1431,5
3256,5
2451,5
3053,5
1830,5
3202,3
3243,5
3231,5
3011,5
944,4
1276,5
3406,4
3309,4
1411,4
2598,4
2201,4
2034,4
1258,4
1816,1
3353,4
325,3
3338,3
600,4
3150,1
881,1
248,3
1249,1
2357,4
1494,4
726,2
2193,1
2950,9
3097,3
1417,3
2521,15
1628,1
981,3
1549,5
2152,4
2151,1
1447,3
2228,5
182,4
1346,4
2219,4
1922,4
472,5
2262,9
2268,4
310,5
1304,5
1849,15
3216,15
1007,4
2381,4
2608,4
2452,4
2615,1
1111,11
361,5
221,4
1873,4
71,3
3014,3
2929,4
451,6
2229,1
1721,1
908,3
3124,5
441,14
866,1
173,1
985,14
3335,4
2921,4
2099,1
2695,4
1788,4
672,9
969,4
691,4
1973,4
1699,5
1263,3
3303,1
995,1
1487,5
141,1
1086,11
2731,10
144,4
1880,1
3197,5
2017,8
1559,8
457,4
2084,10
1528,3
3307,4
518,4
828,5
758,1
236,4
1843,4
1070,5
2885,3
945,3
2588,4
3220,1
1418,5
2614,4
1055,5
2053,7
1038,4
1594,5
3058,1
1933,4
292,4
216,5
1748,1
48,1
2045,1
1361,4
393,1
1897,4
1648,1
2466,4
1052,9
1872,9
1776,9
348,8
1018,8
2406,8
287,3
1735,4
500,1
1259,1
1476,12
1232,4
762,1
984,7
1502,9
774,1
1305,1
1445,1
1556,1
1683,1
1686,1
588,1
1705,3
2398,4
1345,15
3121,3
1175,5
971,1
357,5
1402,4
309,9
517,14
129,1
16,3
2973,4
842,4
1312,2
2619,4
1014,16
795,11
802,7
1050,11
425,3
98,3
204,9
1190,9
717,4
796,4
853,4
1130,4
720,13
847,13
3116,3
914,1
2227,4
1937,1
2272,5
629,4
654,4
1096,4
597,1
290,3
2411,15
2886,3
311,11
601,9
1517,4
1725,4
664,4
1704,4
493,4
2385,4
2023,4
1860,1
2134,4
1443,4
2558,4
2915,16
1639,4
1844,3
3412,4
2232,4
2352,5
1165,4
1479,9
2803,6
733,9
1915,8
3055,8
1543,2
645,9
179,9
1105,9
1191,1
1815,15
1223,8
1900,8
2358,8
2445,8
662,1
3296,8
2638,8
3177,4
987,13
858,5
610,3
250,1
773,1
2070,1
1460,1
950,4
1756,5
1058,11
2632,12
529,16
2595,5
2746,3
2826,3
2922,5
780,3
3273,4
3331,1
2143,5
335,5
1907,3
1760,1
2866,4
2891,10
2031,9
894,3
1573,3
1854,9
2474,1
1884,1
511,4
273,3
3281,4
1516,4
1140,5
1615,3
2442,1
3075,1
2160,15
3049,4
1033,8
1904,8
2476,8
2583,8
1138,8
1078,1
2047,8
1529,4
2150,4
2194,4
2624,5
1167,4
1674,9
1805,9
461,16
475,9
140,9
880,9
1015,9
902,9
679,9
3078,7
1885,7
2717,4
2752,12
3395,10
485,1
1656,5
549,4
477,5
3061,4
3192,1
1580,4
1972,8
1548,9
1504,5
1480,5
2711,1
1336,5
1771,5
1609,1
3409,4
1267,3
2889,6
1564,8
1809,5
3284,4
863,14
2657,6
1045,1
1362,15
3264,3
1995,3
8,5
398,3
2531,4
1428,1
1742,4
2877,4
2845,4
375,15
480,3
2311,1
1269,13
2541,3
2932,5
1997,1
2340,3
2540,4
2749,1
2364,9
1762,4
2338,3
580,1
65,1
778,5
3356,9
332,5
1391,8
2286,4
3410,5
2301,4
2648,4
1706,4
1773,4
1108,9
2596,9
1478,9
479,15
203,5
2570,1
2728,3
2277,3
772,2
1998,4
2308,7
2739,3
3141,4
22,9
1719,3
2646,4
3389,5
3232,4
1623,3
2075,8
2810,8
3173,8
2763,8
2719,8
1616,4
128,9
286,9
605,9
968,9
1255,8
1993,8
2674,8
2470,8
784,8
2322,8
2764,8
2171,8
2490,8
2622,8
1791,8
2562,8
2366,9
123,9
3222,9
2567,10
1779,9
2058,9
533,11
2459,9
469,9
2255,9
2864,9
2401,9
1137,9
1952,11
1330,11
329,3
813,5
3327,4
2900,4
3252,3
1163,5
1290,10
2919,4
3379,3
2601,9
2114,4
77,1
514,13
723,6
406,5
2647,10
815,1
3042,4
178,3
1310,10
323,1
3211,4
2177,1
2535,3
91,5
112,1
256,16
803,4
2649,3
3343,4
85,1
464,5
2551,3
1284,1
121,8
2796,4
231,4
756,5
2127,4
2987,3
27,8
532,8
836,1
656,5
860,1
2135,3
502,5
283,1
449,3
2051,4
1811,18
2802,18
747,4
1419,4
1582,4
1488,4
1691,4
2511,1
676,4
687,1
1308,1
2971,7
2189,4
710,4
3085,8
2374,5
2955,4
2686,4
1294,4
237,14
906,8
1768,12
2128,13
1102,4
2456,1
1497,13
2420,5
3195,8
2808,4
2801,7
1783,4
2817,4
741,1
3334,4
423,6
14,5
171,5
1109,5
3344,4
2762,4
2930,1
3168,1
2208,13
238,1
1570,4
1226,1
3148,4
2289,3
3151,4
3182,10
3415,4
2854,5
942,1
2161,8
2345,8
1951,8
3260,8
2350,8
2923,8
2241,1
1625,8
706,1
1604,8
2370,8
41,1
550,1
1172,8
832,1
560,1
1247,1
69,2
1641,1
2026,1
2978,6
2095,3
1023,5
940,5
96,4
712,3
1427,5
2086,9
852,9
3025,1
2653,13
2566,5
2856,10
3313,8
1143,11
1692,11
1848,11
2405,11
999,5
2461,4
1181,3
3139,10
355,5
977,5
1866,1
1651,4
3209,4
3315,4
3377,11
3072,3
2425,5
1617,1
3007,3
3241,4
760,5
635,5
2640,4
2969,3
2157,13
1601,6
2781,4
2651,4
2822,4
3332,5
1796,5
1608,4
2873,8
3219,8
3242,8
2100,5
799,14
1,4
1253,10
1825,1
917,4
2112,4
594,14
2865,1
3024,1
1435,4
1026,8
2351,8
1461,1
372,5
360,3
2980,3
2295,1
1085,3
2606,6
1379,14
2756,8
1613,1
2242,1
326,5
1888,4
1119,1
2623,3
2380,3
2779,1
1882,3
1094,1
197,11
1499,1
3200,4
2621,4
2797,3
2872,16
3026,11
1996,13
1895,6
1635,9
972,9
1614,5
2033,5
3081,4
2279,12
1215,3
1364,1
285,4
3330,4
665,4
3080,1
3223,4
284,1
32,5
614,5
70,1
812,3
2009,3
1005,16
1244,16
3095,1
1797,1
2414,4
719,4
2024,3
2207,4
1360,4
3413,10
3246,4
1890,4
3269,4
3396,14
1713,3
1630,1
1979,1
2809,4
2473,5
1955,18
1112,11
891,3
1636,3
389,11
2881,13
1084,14
258,7
338,7
450,7
937,3
589,16
1492,5
954,1
1747,5
74,4
1110,4
3239,3
3083,4
3188,4
2240,7
742,4
1834,5
202,9
2087,3
2032,4
1006,14
2323,11
686,1
2302,5
1931,4
553,8
2581,4
1986,3
2708,4
3128,10
2697,5
2174,5
3285,10
125,9
630,9
37,18
1949,4
750,7
831,7
753,7
2813,5
787,7
3240,4
956,8
1800,4
23,1
3162,3
941,17
3352,4
2740,10
3312,4
1207,3
458,5
265,4
1075,10
2494,5
2741,4
1687,4
3235,1
2326,8
2520,1
1726,5
714,8
1974,8
1220,8
770,4
587,4
2727,8
1397,1
1631,9
3147,16
3304,8
3342,8
1758,1
1471,4
1354,16
2464,1
1311,9
257,9
949,6
754,11
1553,12
506,16
2230,4
288,1
1009,1
2238,1
2329,1
2666,1
515,5
1891,4
2136,3
3066,4
2259,1
2706,11
3109,4
1627,4
214,1
955,11
1777,6
2169,5
3351,5
3190,9
551,4
1128,14
924,11
1757,5
2389,5
1454,11
921,4
846,4
2432,4
494,9
978,4
219,1
2770,3
1316,16
2281,5
2067,1
2119,10
1664,4
1711,4
181,3
279,5
806,4
2173,1
596,1
907,1
1210,4
1541,4
1743,11
3017,4
1390,16
2005,3
590,4
2066,1
1393,3
564,4
1135,3
481,4
316,5
1234,5
2290,3
344,15
416,4
2928,3
274,4
230,3
2335,4
2765,4
1368,4
2265,4
537,5
59,1
1938,4
3228,4
2237,11
2310,4
1810,1
3062,18
2852,16
2754,4
1426,4
2426,4
2495,4
1091,4
1889,1
2691,1
2634,1
1606,11
1452,4
3112,11
2313,4
3084,12
3274,1
2362,4
1813,14
2782,11
2527,3
1188,4
1019,1
127,5
387,4
3263,13
2387,4
915,4
1192,2
3289,11
967,3
835,9
592,1
2597,4
700,14
162,4
3050,4
3001,4
1034,4
2379,4
3368,12
1599,4
637,4
1204,4
2925,4
640,4
271,4
43,9
102,5
1590,1
607,4
1307,4
2269,4
1620,4
1850,10
2584,4
3393,4
800,4
738,4
2455,10
1054,1
1632,9
2940,4
1327,4
807,11
1212,7
983,4
2248,3
1562,4
897,4
624,5
1405,5
1794,3
3414,12
1176,1
262,1
2315,4
1281,6
2039,4
3213,4
2090,4
2804,4
715,5
2849,4
2832,4
2855,4
2202,4
1864,3
2197,5
3390,1
2257,1
1160,5
2715,1
2780,1
2416,1
1080,1
990,3
3380,4
657,4
435,15
1412,1
957,5
876,4
1124,13
554,4
157,1
736,1
166,4
186,5
473,5
959,1
790,3
644,4
743,3
1619,13
433,1
602,8
979,15
1667,4
639,5
1524,1
652,9
1421,4
976,4
1571,4
520,5
729,7
2082,1
2569,1
2526,10
3237,1
3133,7
2573,3
751,4
1862,1
1817,6
2483,4
3354,18
3387,9
1406,4
508,4
1545,4
568,9
499,15
2463,1
3367,10
2423,4
2957,1
1145,3
1077,4
2935,1
2368,7
2771,16
3036,1
1089,5
625,4
2544,5
2880,4
2572,3
1470,1
1640,4
1522,9
1790,10
1011,4
2892,4
1947,4
2733,4
3113,4
682,5
3191,4
2884,10
2618,11
2251,9
1538,1
1315,11
2668,3
3028,8
2968,6
3385,8
1371,4
2917,1
1734,4
3120,8
320,9
1064,5
1987,3
716,3
591,4
509,4
169,1
341,4
212,4
1681,18
1228,16
1170,11
2617,11
2353,16
2133,5
2536,4
2428,11
3125,4
2320,9
2055,4
1125,7
1749,1
349,13
1558,1
1061,1
2690,12
2767,12
2050,1
1653,1
2489,2
1384,3
2435,1
358,1
899,1
953,1
2124,1
2840,6
1920,9
2974,4
2791,5
1340,4
1723,4
1968,11
106,4
688,5
3270,4
1550,12
2505,3
2963,4
2492,4
2236,9
82,4
3184,15
1429,5
130,1
1381,3
2226,4
328,4
2186,4
1357,3
2234,15
2399,4
1132,1
1331,4
2142,4
2245,4
2537,4
2692,4
558,18
1826,3
3186,4
578,2
1211,2
1482,2
661,11
2683,7
3416,5
1320,7
1763,5
2681,1
2239,4
174,11
2759,4
308,1
928,4
970,3
2109,3
2605,3
2328,4
1739,4
2367,8
919,5
1030,1
3249,1
3018,5
3065,4
1335,2
1115,16
707,4
